lessonId,route,title,catalog,mainTopic,subtopic,conceptId,existingType,newPrimaryType,interactionFormats,engine,currentAdapter,currentPresetSpecificity,targetPresetSpecificity,contentQuality,mathematicalReview,priority,applicabilityOfLearn,applicabilityOfExplore,applicabilityOfPractice,applicabilityOfChallenge,applicabilityOfInvestigation,applicabilityOfVisualProof,applicabilityOfAssessment,applicabilityOfRevision,notes
115,/lessons/algebra/115-polynomial-equations,Polynomial Equations,core,Algebra,Equations and Inequalities,algebra.equations-and-inequalities.polynomial-equations,Guided Practice,practice,cas|slider|animation,cas-data,algebra-cas,family,lesson-preset,generated-template,needs-review,P0,applicable-missing,applicable-missing,available,applicable-missing,applicable-missing,not-applicable,applicable-missing,applicable-missing,Review the method. Answer a deterministic question. Check with visual or symbolic verification. Try another value.
116,/lessons/algebra/116-rational-equations,Rational Equations,core,Algebra,Equations and Inequalities,algebra.equations-and-inequalities.rational-equations,Guided Practice,practice,cas|slider|animation,cas-data,algebra-cas,family,lesson-preset,generated-template,needs-review,P0,applicable-missing,applicable-missing,available,applicable-missing,applicable-missing,not-applicable,applicable-missing,applicable-missing,Review the method. Answer a deterministic question. Check with visual or symbolic verification. Try another value.
117,/lessons/algebra/117-radical-equations,Radical Equations,core,Algebra,Equations and Inequalities,algebra.equations-and-inequalities.radical-equations,Guided Practice,practice,cas|slider|animation,cas-data,algebra-cas,family,lesson-preset,generated-template,needs-review,P0,applicable-missing,applicable-missing,available,applicable-missing,applicable-missing,not-applicable,applicable-missing,applicable-missing,Review the method. Answer a deterministic question. Check with visual or symbolic verification. Try another value.
118,/lessons/algebra/118-exponential-equations,Exponential Equations,core,Algebra,Equations and Inequalities,algebra.equations-and-inequalities.exponential-equations,Guided Practice,practice,cas|slider|animation,cas-data,algebra-cas,family,lesson-preset,generated-template,needs-review,P0,applicable-missing,applicable-missing,available,applicable-missing,applicable-missing,not-applicable,applicable-missing,applicable-missing,Review the method. Answer a deterministic question. Check with visual or symbolic verification. Try another value.
119,/lessons/algebra/119-logarithmic-equations,Logarithmic Equations,core,Algebra,Equations and Inequalities,algebra.equations-and-inequalities.logarithmic-equations,Guided Practice,practice,cas|slider|animation,cas-data,algebra-cas,family,lesson-preset,generated-template,needs-review,P0,applicable-missing,applicable-missing,available,applicable-missing,applicable-missing,not-applicable,applicable-missing,applicable-missing,Review the method. Answer a deterministic question. Check with visual or symbolic verification. Try another value.
120,/lessons/algebra/120-trigonometric-equations,Trigonometric Equations,core,Algebra,Equations and Inequalities,algebra.equations-and-inequalities.trigonometric-equations,Guided Practice,practice,cas|slider|animation,cas-data,algebra-cas,family,lesson-preset,generated-template,needs-review,P0,applicable-missing,applicable-missing,available,applicable-missing,applicable-missing,not-applicable,applicable-missing,applicable-missing,Review the method. Answer a deterministic question. Check with visual or symbolic verification. Try another value.
121,/lessons/algebra/121-absolute-value-equations,Absolute-Value Equations,core,Algebra,Equations and Inequalities,algebra.equations-and-inequalities.absolute-value-equations,Guided Practice,practice,cas|slider|animation,cas-data,algebra-cas,family,lesson-preset,generated-template,needs-review,P0,applicable-missing,applicable-missing,available,applicable-missing,applicable-missing,not-applicable,applicable-missing,applicable-missing,Review the method. Answer a deterministic question. Check with visual or symbolic verification. Try another value.
122,/lessons/algebra/122-linear-inequalities,Linear Inequalities,core,Algebra,Equations and Inequalities,algebra.equations-and-inequalities.linear-inequalities,Guided Practice,practice,cas|slider|animation,cas-data,algebra-cas,family,lesson-preset,generated-template,needs-review,P0,applicable-missing,applicable-missing,available,applicable-missing,applicable-missing,not-applicable,applicable-missing,applicable-missing,Review the method. Answer a deterministic question. Check with visual or symbolic verification. Try another value.
123,/lessons/algebra/123-compound-inequalities,Compound Inequalities,core,Algebra,Equations and Inequalities,algebra.equations-and-inequalities.compound-inequalities,Guided Practice,practice,cas|slider|animation,cas-data,algebra-cas,family,lesson-preset,generated-template,needs-review,P0,applicable-missing,applicable-missing,available,applicable-missing,applicable-missing,not-applicable,applicable-missing,applicable-missing,Review the method. Answer a deterministic question. Check with visual or symbolic verification. Try another value.
124,/lessons/algebra/124-quadratic-inequalities,Quadratic Inequalities,core,Algebra,Equations and Inequalities,algebra.equations-and-inequalities.quadratic-inequalities,Guided Practice,practice,cas|slider|animation,cas-data,algebra-cas,family,lesson-preset,generated-template,needs-review,P0,applicable-missing,applicable-missing,available,applicable-missing,applicable-missing,not-applicable,applicable-missing,applicable-missing,Review the method. Answer a deterministic question. Check with visual or symbolic verification. Try another value.
125,/lessons/algebra/125-polynomial-inequalities,Polynomial Inequalities,core,Algebra,Equations and Inequalities,algebra.equations-and-inequalities.polynomial-inequalities,Guided Practice,practice,cas|slider|animation,cas-data,algebra-cas,family,lesson-preset,generated-template,needs-review,P0,applicable-missing,applicable-missing,available,applicable-missing,applicable-missing,not-applicable,applicable-missing,applicable-missing,Review the method. Answer a deterministic question. Check with visual or symbolic verification. Try another value.
126,/lessons/algebra/126-two-variable-inequalities,Two-Variable Inequalities,core,Algebra,Equations and Inequalities,algebra.equations-and-inequalities.two-variable-inequalities,Guided Practice,practice,cas|slider|animation,cas-data,algebra-cas,family,lesson-preset,generated-template,needs-review,P0,applicable-missing,applicable-missing,available,applicable-missing,applicable-missing,not-applicable,applicable-missing,applicable-missing,Review the method. Answer a deterministic question. Check with visual or symbolic verification. Try another value.
127,/lessons/algebra/127-systems-of-inequalities,Systems of Inequalities,core,Algebra,Equations and Inequalities,algebra.equations-and-inequalities.systems-of-inequalities,Guided Practice,practice,cas|slider|animation,cas-data,algebra-cas,family,lesson-preset,generated-template,needs-review,P0,applicable-missing,applicable-missing,available,applicable-missing,applicable-missing,not-applicable,applicable-missing,applicable-missing,Review the method. Answer a deterministic question. Check with visual or symbolic verification. Try another value.
128,/lessons/algebra/128-numerical-solver,Numerical Solver,core,Algebra,Equations and Inequalities,algebra.equations-and-inequalities.numerical-solver,Guided Practice,practice,cas|slider|animation,cas-data,algebra-cas,family,lesson-preset,generated-template,needs-review,P0,applicable-missing,applicable-missing,available,applicable-missing,applicable-missing,not-applicable,applicable-missing,applicable-missing,Review the method. Answer a deterministic question. Check with visual or symbolic verification. Try another value.
129,/lessons/graphs-and-functions/129-function-concept,Function Concept,core,Graphs and Functions,Functions,graphs-and-functions.functions.function-concept,Graph Explorer,investigation,cas|slider,cas-data,graph,family,lesson-preset,generated-template,needs-review,P0,applicable-missing,applicable-missing,applicable-missing,applicable-missing,available,not-applicable,applicable-missing,applicable-missing,Predict what will change. Drag or adjust one control. Observe the exact output. Explain the relationship.
130,/lessons/graphs-and-functions/130-domain-and-range,Domain and Range,core,Graphs and Functions,Functions,graphs-and-functions.functions.domain-and-range,Graph Explorer,investigation,cas|slider,cas-data,graph,family,lesson-preset,generated-template,needs-review,P0,applicable-missing,applicable-missing,applicable-missing,applicable-missing,available,not-applicable,applicable-missing,applicable-missing,Predict what will change. Drag or adjust one control. Observe the exact output. Explain the relationship.
131,/lessons/graphs-and-functions/131-function-notation,Function Notation,core,Graphs and Functions,Functions,graphs-and-functions.functions.function-notation,Graph Explorer,investigation,cas|slider,cas-data,graph,family,lesson-preset,generated-template,needs-review,P0,applicable-missing,applicable-missing,applicable-missing,applicable-missing,available,not-applicable,applicable-missing,applicable-missing,Predict what will change. Drag or adjust one control. Observe the exact output. Explain the relationship.
132,/lessons/graphs-and-functions/132-vertical-line-test,Vertical-Line Test,core,Graphs and Functions,Functions,graphs-and-functions.functions.vertical-line-test,Graph Explorer,assessment,cas|slider,cas-data,graph,family,lesson-preset,generated-template,needs-review,P0,applicable-missing,applicable-missing,applicable-missing,applicable-missing,applicable-missing,not-applicable,available,applicable-missing,Complete mixed items. Submit once ready. Review skill-level feedback. Open remediation links.
